0.114309624	0.029396597	0.17721163	0.105576284	-0.059528567	0.18325712	0.072537854	0.47113904	0.103159	0.23533553	-0.092393525	0.03990243	0.3115956	0.30408448	0.0077792993	0.3865498
-0.4252152	0.25762907	0.51099867	0.4118378	-0.050601546	0.36257997	-0.35002038	0.6480527	-0.070254505	0.51999164	0.32450598	-0.16068149	0.053552825	0.13042226	0.38665643	0.40379095
0.22834657	0.105292134	0.12247493	-0.37455842	-0.14905095	0.32380295	0.02727949	0.4131194	-0.1692034	-0.22031434	-0.40520242	0.15996805	0.47646412	0.26697263	0.05998692	-0.07875219
0.15228534	-0.021253021	-0.052976184	-0.10575659	-0.09269749	0.03036992	0.097923234	0.26828036	0.13456985	-0.014568524	-0.2166952	0.11750134	0.24047658	0.2316142	-0.14776452	0.24928254
0.10957037	-0.08369451	-0.12838586	0.07675789	-0.05420733	0.034255613	0.16170113	0.22757965	0.22897202	0.1484519	0.046886947	0.059937045	0.19542797	0.27576774	-0.19053881	0.21326454
0.598052	-0.09909589	0.036350336	-0.77535874	-0.22007994	0.18143834	0.24667902	0.24574195	-0.5382876	-0.60505176	-0.80751157	0.20589338	0.678834	0.29361352	0.047457196	-0.604336
-0.10091402	0.13644941	0.14269403	0.22297128	-0.010603873	0.19893645	-0.07332988	0.27439263	0.07977529	0.24392538	0.046147443	-0.029386137	0.18642	0.13854058	0.118307725	0.25461683
0.08995403	-0.10708162	0.19744916	0.104968615	0.07710845	0.18919604	0.085024565	0.42226508	0.0125331255	0.11312792	-0.0743448	-0.021609513	0.24411824	0.2288261	0.15862575	0.1166917
0.62377	-0.48311746	-0.30981526	-0.5124218	0.081986606	-0.02573686	0.51968014	-0.038965542	0.14603393	-0.5275098	-0.5474569	0.20334294	0.61823785	0.65403736	-0.29359114	-0.64311934
0.049527563	0.042192478	0.29040036	-0.1849937	-0.0476183	0.23238702	-0.0258944	0.47978166	-0.21818626	0.012654419	-0.2376274	-0.04363371	0.22753751	0.11044249	0.23441423	0.13320856
-0.13431154	-0.13088444	0.49577025	0.011922278	0.44209036	-0.289154	0.04421644	0.50005585	-0.34907013	0.4955721	-0.22609806	-0.50178295	0.07036071	-0.23893611	0.42612106	0.4319052
0.3114208	-0.65526956	0.26220292	0.33907178	0.43536335	0.103579424	0.5744367	0.47052905	0.23821032	0.117752075	0.090924636	-0.30051267	0.41016385	0.613738	0.21628512	-0.26521677
0.26033807	-0.29747382	-0.4321904	0.09782316	-0.0141895395	-0.19764663	0.51213366	-0.08843261	0.5231707	-0.022175273	-0.006297926	0.17265774	0.23820528	0.5610711	-0.46716446	0.015135386
-0.1958577	0.3152161	0.15908141	0.2699481	-0.26764408	0.3360361	-0.2645407	0.33437914	0.20611633	0.25295314	0.24417104	0.17584378	0.082725145	0.27709854	0.004275859	0.20412895
-0.50470734	0.37129748	-0.068569265	0.5802803	-0.25798622	0.36487755	-0.44354752	0.17929824	0.34305292	0.5042352	0.5474447	0.15837853	-0.27750182	0.28267696	-0.22944361	0.38345465
-0.3758732	-0.0031530957	0.37077403	0.63182914	-0.15818666	0.45127374	-0.26471248	0.5640479	0.24194679	0.57717997	0.5313054	0.005483718	-0.116636686	0.3855312	0.23488104	0.17939036
-0.22198969	0.10286577	-0.00020588018	0.59949696	-0.25475532	0.42180106	-0.023453448	0.22344695	0.5052579	0.39694774	0.5651396	0.21379846	-0.05866755	0.6226951	-0.15129884	0.16271669
-0.14357968	0.41810814	-0.09366128	0.1341811	-0.3744571	0.22963117	-0.21868804	0.11631626	0.2724257	0.13692744	0.053690005	0.2897036	0.022682795	0.2074358	-0.23561674	0.30229515
0.038789596	1.0365037	-0.09502686	-0.97420055	-0.53000474	0.15397587	-0.95391333	0.0013258221	-0.5914084	-0.44191566	-1.1271826	0.4227182	0.35028237	-0.32410085	-0.0422813	0.14578702
0.14279093	-0.17169765	-0.13856794	-0.059089668	0.20014393	-0.45907718	0.27308914	0.18280923	0.08414903	0.16625392	-0.1871632	-0.20990632	0.083137624	0.010224148	-0.20998298	0.25975257
0.19741936	-0.19576518	0.030629441	-0.17261906	0.31296834	-0.353722	0.33605382	0.4141786	-0.06640056	0.18609717	-0.34067026	-0.27188572	0.15042226	-0.09081523	-0.025791978	0.27931327
0.27083382	-0.07256117	0.22375679	-0.100684226	-0.14183061	0.5281643	0.0066520204	0.24749616	-0.10909042	-0.28568888	-0.05804597	0.20448503	0.5310518	0.4550429	0.16959445	-0.5289816
-0.07583908	-0.37381107	0.38236916	0.47206682	0.13639417	0.38521424	-0.038904384	0.5216909	0.18704118	0.3143022	0.47507557	-0.26700085	0.24976127	0.60631627	0.37609705	-0.24066168
-0.15497799	0.122241765	0.45583454	-0.16356571	0.089629404	0.1863867	-0.40912938	0.61743	-0.4228521	0.21109042	-0.23747328	-0.18192704	0.38287386	-0.05762779	0.48466328	0.18632913
-0.10393621	0.16888042	0.20145276	-0.113388225	-0.1742574	0.31427288	-0.24629864	0.32683662	-0.13215709	0.026163574	-0.008656468	0.12053806	0.21195915	0.19196092	0.08693278	0.02826372
0.43795684	-0.58088887	0.017067667	-0.10285284	0.35389417	-0.1367792	0.5790206	0.27271596	0.09123036	-0.20211025	-0.18048245	-0.1583071	0.47126377	0.42721024	0.014506362	-0.32737064
0.2900867	-0.20775712	-0.35448492	0.05263443	-0.012306626	-0.072445214	0.47612134	-0.03420493	0.39402935	-0.06796099	-0.07274385	0.15654568	0.19256969	0.5213118	-0.396632	-0.06641737
-0.50693643	-0.84700596	0.80061984	0.9154688	0.11334174	0.9149137	-0.38919285	0.81795436	-0.036467522	0.664162	0.95583135	-0.5623053	0.33067888	0.9449791	0.88289326	-1.160753
-0.2019962	0.23712812	0.26873508	-0.07722828	0.041907426	0.15205161	-0.33852595	0.50483704	-0.3104219	0.24706262	-0.06296373	-0.19102974	0.076870136	-0.048719626	0.27688825	0.25535667
-0.13567914	0.18794733	0.16738108	0.069040105	-0.11286816	0.18842672	-0.22749293	0.3941731	0.020478757	0.2703543	0.022959681	0.010230604	0.074061215	0.021774676	0.08987867	0.26832965
0.32153308	-0.3884753	-0.23635438	0.19879119	0.18623401	-0.22080222	0.48979703	0.21301451	0.39996916	0.035228208	0.1288737	-0.036114268	0.2318946	0.5427941	-0.25053865	-0.13293317
0.023611382	-0.6400541	0.72381073	0.63453	0.36895645	0.61286855	0.19044606	0.7231531	0.056997444	0.3835896	0.5282513	-0.55575377	0.316076	0.9330318	0.7366106	-0.90583277
0.34306306	-0.3437492	-0.770079	0.053756077	0.26190242	-0.56385136	0.5919346	-0.33592913	0.49453402	0.07809714	0.046360996	-0.14773954	0.043697264	0.5519175	-0.7054148	0.13466991
0.23142698	-0.3286269	-0.1730441	0.20192772	0.009793242	0.0029621527	0.41328868	0.09433859	0.39100987	-0.009101233	0.18219459	0.11852462	0.24592291	0.61418784	-0.24529858	-0.04203113
-0.33380404	0.19840875	-0.002729651	0.44170538	0.047859136	-0.2745132	-0.13756685	0.29334018	0.25680774	0.5660571	0.3000009	-0.16549882	-0.34274405	-0.09252004	-0.13862012	0.4708808
0.487511	-0.29196483	-0.084823936	-0.51720256	0.32362208	-0.45241472	0.42727214	0.2286809	-0.16490473	-0.37628922	-0.60204506	-0.1839197	0.47841004	0.122411676	-0.054831885	-0.10804706
0.14373302	0.060160335	0.22503717	-0.25377867	-0.017552901	0.24114954	-0.12681417	0.2429141	-0.23185952	-0.15569915	-0.28856418	0.03144599	0.2619411	0.09427451	0.18011282	-0.13817407
0.56827885	0.6879223	-0.48624423	-0.76663965	-0.6246464	0.55809367	-0.29620242	-0.39120463	0.2748643	-0.6150969	-0.8938825	0.5857568	0.6134505	0.5021025	-0.5620089	-0.53181404
